,Dc_Dist,Psa,Dispatch_Date_Time,Dispatch_Date,Dispatch_Time,Hour,Dc_Key,Location_Block,UCR_General,Text_General_Code,Police_Districts,Month,Lon,Lat,Year_Nr,Month_Nr,Day_Nr,Close to Campus,Closest College
2130744,25,2,2016-10-24 20:07:00,2016-10-24,20:07:00,20,201625090216,5000 BLOCK D ST,1500.0,Weapon Violations,18,2016-10,-75.11572,40.025835,2016,10,24,No,
2131078,14,1,2016-10-24 20:37:00,2016-10-24,20:37:00,20,201614086131,800 BLOCK E WASHINGTON LN,300.0,Robbery Firearm,10,2016-10,-75.173206,40.050665,2016,10,24,No,
2124758,19,1,2016-10-24 20:53:00,2016-10-24,20:53:00,20,201619096946,6300 BLOCK CALLOWHILL ST,300.0,Robbery Firearm,15,2016-10,-75.245514,39.9688,2016,10,24,No,
2130003,16,2,2016-10-24 21:37:00,2016-10-24,21:37:00,21,201616044867,4200 BLOCK WESTMINSTER AVE,1500.0,Weapon Violations,12,2016-10,-75.208983,39.969898,2016,10,24,No,
2130190,22,2,2016-10-24 22:11:00,2016-10-24,22:11:00,22,201622087221,2900 BLOCK EDGLEY ST,1500.0,Weapon Violations,16,2016-10,-75.180566,39.988193,2016,10,24,No,
2125223,12,3,2016-10-24 22:36:00,2016-10-24,22:36:00,22,201612073485,1500 BLOCK S WILTON ST,1500.0,Weapon Violations,9,2016-10,-75.217005,39.938141,2016,10,24,No,
2129788,17,2,2016-10-24 23:20:00,2016-10-24,23:20:00,23,201617047067,1600 BLOCK S ETTING ST,300.0,Robbery Firearm,13,2016-10,-75.190523,39.932216,2016,10,24,No,
2131459,25,4,2016-10-24 23:22:00,2016-10-24,23:22:00,23,201625090273,3500 BLOCK N 11TH ST,400.0,Aggravated Assault Firearm,18,2016-10,-75.146324,40.006391,2016,10,24,No,
2131460,25,4,2016-10-25 00:53:00,2016-10-25,00:53:00,0,201625090288,3500 BLOCK N 11TH ST,400.0,Aggravated Assault Firearm,18,2016-10,-75.146324,40.006391,2016,10,25,No,
2136789,18,3,2016-10-25 06:59:00,2016-10-25,06:59:00,7,201618078873,S 47TH ST / PINE ST,300.0,Robbery Firearm,14,2016-10,-75.216352,39.952312,2016,10,25,No,
2138991,19,3,2016-10-25 08:55:00,2016-10-25,08:55:00,8,201619097103,5800 BLOCK LANCASTER AVE,1500.0,Weapon Violations,15,2016-10,-75.238979,39.981884,2016,10,25,No,
2140338,35,1,2016-10-25 10:44:00,2016-10-25,10:44:00,10,201635091791,100 BLOCK W CHEW AVE,300.0,Robbery Firearm,20,2016-10,-75.123829,40.037128,2016,10,25,No,
2145757,12,4,2016-10-25 11:29:00,2016-10-25,11:29:00,11,201612073623,1600 BLOCK S 54TH ST,1500.0,Weapon Violations,9,2016-10,-75.221663,39.938568,2016,10,25,No,
2145758,12,3,2016-10-25 12:29:00,2016-10-25,12:29:00,12,201612073624,5300 BLOCK UPLAND ST,1500.0,Weapon Violations,9,2016-10,-75.219376,39.938751,2016,10,25,No,
2139020,25,3,2016-10-25 13:05:00,2016-10-25,13:05:00,13,201625090395,100 BLOCK W ERIE AVE,1500.0,Weapon Violations,18,2016-10,-75.129941,40.007081,2016,10,25,No,
2139107,25,3,2016-10-25 13:05:00,2016-10-25,13:05:00,13,201625090396,100 BLOCK W ERIE AVE,1500.0,Weapon Violations,18,2016-10,-75.129941,40.007081,2016,10,25,No,
2148052,9,3,2016-10-25 14:23:00,2016-10-25,14:23:00,14,201609043535,800 BLOCK N BROAD ST,400.0,Aggravated Assault Firearm,8,2016-10,-75.159705,39.970211,2016,10,25,No,
2136792,19,1,2016-10-25 14:41:00,2016-10-25,14:41:00,14,201619097213,7700 BLOCK WOODBINE AVE,300.0,Robbery Firearm,15,2016-10,-75.269791,39.973565,2016,10,25,No,
2145879,16,1,2016-10-25 15:21:00,2016-10-25,15:21:00,15,201616044958,3400 BLOCK WALLACE ST,1500.0,Weapon Violations,12,2016-10,-75.192953,39.965066,2016,10,25,No,
2139273,35,2,2016-10-25 15:49:00,2016-10-25,15:49:00,15,201635091853,E TABOR RD / E OLNEY AV,300.0,Robbery Firearm,20,2016-10,-75.112031,40.030807,2016,10,25,No,
2138274,17,2,2016-10-25 19:08:00,2016-10-25,19:08:00,19,201617047187,1500 BLOCK S BAMBREY ST,400.0,Aggravated Assault Firearm,13,2016-10,-75.187477,39.933325,2016,10,25,No,
2135926,14,1,2016-10-25 21:00:00,2016-10-25,21:00:00,21,201614086417,6500 BLOCK E WISTER ST,400.0,Aggravated Assault Firearm,10,2016-10,-75.157659,40.054412,2016,10,25,No,
2139898,25,2,2016-10-25 21:20:00,2016-10-25,21:20:00,21,201625090552,100 BLOCK E WYOMING AVE,400.0,Aggravated Assault Firearm,18,2016-10,-75.124301,40.021513,2016,10,25,No,
2138884,25,2,2016-10-25 21:21:00,2016-10-25,21:21:00,21,201625090548,4800 BLOCK MASCHER ST,300.0,Robbery Firearm,18,2016-10,-75.125587,40.024751,2016,10,25,No,
2141061,25,4,2016-10-25 21:55:00,2016-10-25,21:55:00,21,201625090554,1300 BLOCK W WESTMORELAND ST,300.0,Robbery Firearm,18,2016-10,-75.150409,40.002874,2016,10,25,Yes,Temple University Medical
2138275,17,3,2016-10-25 23:03:00,2016-10-25,23:03:00,23,201617047216,1500 BLOCK WHARTON ST,400.0,Aggravated Assault Firearm,13,2016-10,-75.169278,39.934333,2016,10,25,Yes,JNA School of Culinary Arts
2139262,26,3,2016-10-25 23:42:00,2016-10-25,23:42:00,23,201626054190,E HUNTINGDON ST / TULIP ST,300.0,Robbery Firearm,19,2016-10,-75.12156,39.982216,2016,10,25,No,
2147929,15,2,2016-10-26 00:28:00,2016-10-26,00:28:00,0,201615104290,5800 BLOCK SAUL ST,300.0,Robbery Firearm,11,2016-10,-75.077252,40.028457,2016,10,26,No,
2138333,22,2,2016-10-26 00:38:00,2016-10-26,00:38:00,0,201622087494,N 31ST ST / W SUSQUEHANNA AV,400.0,Aggravated Assault Firearm,16,2016-10,-75.183461,39.98981,2016,10,26,No,
2146759,22,2,2016-10-26 01:01:00,2016-10-26,01:01:00,1,201622087488,2100 BLOCK N 30TH ST,1500.0,Weapon Violations,16,2016-10,-75.182393,39.988088,2016,10,26,No,
2138343,22,4,2016-10-26 01:37:00,2016-10-26,01:37:00,1,201622087500,N 23RD ST / RIDGE AV,400.0,Aggravated Assault Firearm,16,2016-10,-75.172506,39.980601,2016,10,26,No,
2141848,6,1,2016-10-26 01:42:00,2016-10-26,01:42:00,1,201606047287,1300 BLOCK POPLAR ST,300.0,Robbery Firearm,5,2016-10,-75.158484,39.969866,2016,10,26,No,
2148232,6,1,2016-10-26 02:14:00,2016-10-26,02:14:00,2,201606047293,400 BLOCK SPRING GARDEN ST,300.0,Robbery Firearm,5,2016-10,-75.146096,39.961255,2016,10,26,No,
2138329,19,2,2016-10-26 02:40:00,2016-10-26,02:40:00,2,201619097391,100 BLOCK N RUBY ST,400.0,Aggravated Assault Firearm,15,2016-10,-75.227686,39.962306,2016,10,26,No,
2139253,24,1,2016-10-26 02:59:00,2016-10-26,02:59:00,3,201624103289,900 BLOCK E RUSSELL ST,400.0,Aggravated Assault Firearm,17,2016-10,-75.110669,39.999897,2016,10,26,No,
2159757,15,3,2016-10-26 09:20:00,2016-10-26,09:20:00,9,201615104349,3200 BLOCK RYAN AVE,1500.0,Weapon Violations,11,2016-10,-75.044345,40.041968,2016,10,26,No,
2152338,22,1,2016-10-26 09:39:00,2016-10-26,09:39:00,9,201622087540,N 15TH ST / W YORK ST,400.0,Aggravated Assault Firearm,16,2016-10,-75.157234,39.989592,2016,10,26,No,
2160702,24,2,2016-10-26 11:19:00,2016-10-26,11:19:00,11,201624103336,1800 BLOCK E LIPPINCOTT ST,1500.0,Weapon Violations,17,2016-10,-75.11445,39.995842,2016,10,26,No,
2159857,25,2,2016-10-26 12:13:00,2016-10-26,12:13:00,12,201625090669,200 BLOCK E COURTLAND ST,1500.0,Weapon Violations,18,2016-10,-75.12198,40.019591,2016,10,26,No,
2153250,14,1,2016-10-26 16:59:00,2016-10-26,16:59:00,17,201614086646,800 BLOCK CHURCH LN,400.0,Aggravated Assault Firearm,10,2016-10,-75.160289,40.04437,2016,10,26,No,
2148872,25,3,2016-10-26 17:46:00,2016-10-26,17:46:00,17,201625090787,2900 BLOCK N HOWARD ST,1500.0,Weapon Violations,18,2016-10,-75.131342,39.994144,2016,10,26,No,
2152948,2,3,2016-10-26 18:58:00,2016-10-26,18:58:00,18,201602063022,7200 BLOCK RUTLAND ST,400.0,Aggravated Assault Firearm,2,2016-10,-75.066573,40.049505,2016,10,26,No,
2160607,25,3,2016-10-26 20:02:00,2016-10-26,20:02:00,20,201625090868,2700 BLOCK N HOWARD ST,1500.0,Weapon Violations,18,2016-10,-75.131708,39.992432,2016,10,26,No,
2160597,35,3,2016-10-26 20:02:00,2016-10-26,20:02:00,20,201635092176,2000 BLOCK MEDARY AVE,300.0,Robbery Firearm,20,2016-10,-75.155422,40.050558,2016,10,26,No,
2148914,24,3,2016-10-26 20:30:00,2016-10-26,20:30:00,20,201624103568,2300 BLOCK E WESTMORELAND ST,300.0,Robbery Firearm,17,2016-10,-75.104369,39.99025,2016,10,26,Yes,Temple University Medical
2149338,25,2,2016-10-26 21:02:00,2016-10-26,21:02:00,21,201625090869,4800 BLOCK HOPE ST,300.0,Robbery Firearm,18,2016-10,-75.124421,40.024535,2016,10,26,No,
2149371,39,2,2016-10-26 21:02:00,2016-10-26,21:02:00,21,201639088482,1400 BLOCK W CAYUGA ST,1500.0,Weapon Violations,21,2016-10,-75.148903,40.020114,2016,10,26,No,
2160664,22,2,2016-10-26 21:51:00,2016-10-26,21:51:00,21,201622087697,2200 BLOCK N 30TH ST,1500.0,Weapon Violations,16,2016-10,-75.181926,39.989607,2016,10,26,No,
2152389,39,2,2016-10-26 21:58:00,2016-10-26,21:58:00,21,201639088496,3600 BLOCK N SYDENHAM ST,400.0,Aggravated Assault Firearm,21,2016-10,-75.154057,40.008029,2016,10,26,No,
2159507,18,2,2016-10-26 22:28:00,2016-10-26,22:28:00,22,201618079450,5000 BLOCK WALNUT ST,1500.0,Weapon Violations,14,2016-10,-75.222732,39.956574,2016,10,26,No,
2148786,16,1,2016-10-26 22:31:00,2016-10-26,22:31:00,22,201616045197,3100 BLOCK SPRING GARDEN ST,1500.0,Weapon Violations,12,2016-10,-75.187428,39.963333,2016,10,26,Yes,Drexel University
2152232,22,1,2016-10-26 22:40:00,2016-10-26,22:40:00,22,201622087717,2200 BLOCK N COLORADO ST,100.0,Homicide - Criminal,16,2016-10,-75.161643,39.987039,2016,10,26,No,
2148915,24,1,2016-10-26 23:53:00,2016-10-26,23:53:00,23,201624103633,1600 BLOCK E HUNTING PARK AVE,300.0,Robbery Firearm,17,2016-10,-75.096108,40.009921,2016,10,26,No,
2152234,35,3,2016-10-27 00:19:00,2016-10-27,00:19:00,0,201635092227,6500 BLOCK N 17TH ST,100.0,Homicide - Criminal,20,2016-10,-75.14641,40.053653,2016,10,27,No,
2159870,2,2,2016-10-27 00:23:00,2016-10-27,00:23:00,0,201602063057,400 BLOCK PASSMORE ST,300.0,Robbery Firearm,2,2016-10,-75.096249,40.051482,2016,10,27,No,
2152365,39,1,2016-10-27 00:33:00,2016-10-27,00:33:00,0,201639088534,MIDVALE AV / W COULTER ST,400.0,Aggravated Assault Firearm,21,2016-10,-75.178788,40.025127,2016,10,27,No,
2157251,12,4,2016-10-27 01:13:00,2016-10-27,01:13:00,1,201612073978,1100 BLOCK COBBS CREEK PKWY,1500.0,Weapon Violations,9,2016-10,-75.238497,39.944312,2016,10,27,No,
2152233,8,2,2016-10-27 01:19:00,2016-10-27,01:19:00,1,201608040275,2600 BLOCK WELSH RD,100.0,Homicide - Criminal,7,2016-10,-75.028267,40.067382,2016,10,27,No,
2183162,18,1,2016-10-27 08:49:00,2016-10-27,08:49:00,8,201618079520,5800 BLOCK SPRUCE ST,1500.0,Weapon Violations,14,2016-10,-75.239304,39.956203,2016,10,27,No,
2174934,12,2,2016-10-27 09:01:00,2016-10-27,09:01:00,9,201612074011,5900 BLOCK SPRINGFIELD AVE,300.0,Robbery Firearm,9,2016-10,-75.231184,39.935779,2016,10,27,No,
2163742,15,2,2016-10-27 09:02:00,2016-10-27,09:02:00,9,201615104695,2200 BLOCK BRIDGE ST,400.0,Aggravated Assault Firearm,11,2016-10,-75.069022,40.009382,2016,10,27,No,
2183161,18,1,2016-10-27 09:21:00,2016-10-27,09:21:00,9,201618079518,COBBS CREEK PKWY / SPRUCE ST,1500.0,Weapon Violations,14,2016-10,-75.247894,39.957279,2016,10,27,No,
2176230,18,2,2016-10-27 09:42:00,2016-10-27,09:42:00,9,201618079535,5000 BLOCK PINE ST,300.0,Robbery Firearm,14,2016-10,-75.223692,39.953268,2016,10,27,No,
2183601,16,1,2016-10-27 10:29:00,2016-10-27,10:29:00,10,201616045254,500 BLOCK N 32ND ST,300.0,Robbery Firearm,12,2016-10,-75.188491,39.963553,2016,10,27,Yes,Drexel University
2183256,19,2,2016-10-27 12:01:00,2016-10-27,12:01:00,12,201619097818,1500 BLOCK N 59TH ST,1500.0,Weapon Violations,15,2016-10,-75.238467,39.975846,2016,10,27,No,
2180276,24,2,2016-10-27 12:13:00,2016-10-27,12:13:00,12,201624103777,1900 BLOCK E WISHART ST,400.0,Aggravated Assault Firearm,17,2016-10,-75.112834,39.99455,2016,10,27,No,
2186846,39,3,2016-10-27 12:52:00,2016-10-27,12:52:00,12,201639088652,2900 BLOCK N 22ND ST,100.0,Homicide - Criminal,21,2016-10,-75.166803,39.998873,2016,10,27,Yes,Philadelphia College of Osteopathic Medicine
2181992,22,4,2016-10-27 14:32:00,2016-10-27,14:32:00,14,201622087848,2300 BLOCK RIDGE AVE,1500.0,Weapon Violations,16,2016-10,-75.172567,39.980591,2016,10,27,No,
2183368,35,3,2016-10-27 14:35:00,2016-10-27,14:35:00,14,201635092386,6300 BLOCK N OPAL ST,1500.0,Weapon Violations,20,2016-10,-75.152024,40.050477,2016,10,27,No,
2172657,16,1,2016-10-27 16:48:00,2016-10-27,16:48:00,16,201616045328,3800 BLOCK MOUNT VERNON ST,1500.0,Weapon Violations,12,2016-10,-75.197553,39.963989,2016,10,27,No,
2164888,26,1,2016-10-27 17:25:00,2016-10-27,17:25:00,17,201626054473,500 BLOCK W LEHIGH AV,300.0,Robbery Firearm,19,2016-10,-75.141543,39.992226,2016,10,27,No,
2166809,2,3,2016-10-27 20:32:00,2016-10-27,20:32:00,20,201602063210,7200 BLOCK RISING SUN AVE,300.0,Robbery Firearm,2,2016-10,-75.08409,40.061166,2016,10,27,No,
2183163,18,2,2016-10-27 21:39:00,2016-10-27,21:39:00,21,201618079667,0 BLOCK S YEWDALL ST,1500.0,Weapon Violations,14,2016-10,-75.229226,39.960498,2016,10,27,No,
2163599,1,1,2016-10-27 22:06:00,2016-10-27,22:06:00,22,201601046445,2300 BLOCK JACKSON ST,400.0,Aggravated Assault Firearm,1,2016-10,-75.184699,39.925002,2016,10,27,No,
2163600,1,1,2016-10-27 22:48:00,2016-10-27,22:48:00,22,201601046447,2300 BLOCK JACKSON ST,400.0,Aggravated Assault Firearm,1,2016-10,-75.184699,39.925002,2016,10,27,No,
2163606,2,1,2016-10-27 23:08:00,2016-10-27,23:08:00,23,201602063224,900 BLOCK BRIDGE ST,400.0,Aggravated Assault Firearm,2,2016-10,-75.091799,40.032098,2016,10,27,No,
2183841,24,2,2016-10-28 00:30:00,2016-10-28,00:30:00,0,201624103982,500 BLOCK E CLEARFIELD ST,1500.0,Weapon Violations,17,2016-10,-75.121614,39.995886,2016,10,28,No,
2161314,22,3,2016-10-28 01:48:00,2016-10-28,01:48:00,1,201622087980,N 19TH ST / MASTER ST,300.0,Robbery Firearm,16,2016-10,-75.166769,39.975517,2016,10,28,No,
2179311,2,1,2016-10-28 02:13:00,2016-10-28,02:13:00,2,201602063251,STEVENS ST / CASTOR AVE,1500.0,Weapon Violations,2,2016-10,-75.080251,40.036519,2016,10,28,No,
2183385,17,3,2016-10-28 03:16:00,2016-10-28,03:16:00,3,201617047495,1200 BLOCK S 21ST ST,300.0,Robbery Firearm,13,2016-10,-75.178606,39.937389,2016,10,28,No,
2174578,1,1,2016-10-28 04:31:00,2016-10-28,04:31:00,4,201601046474,2200 BLOCK S 21ST ST,300.0,Robbery Firearm,1,2016-10,-75.181653,39.923836,2016,10,28,No,
2174584,7,3,2016-10-28 04:39:00,2016-10-28,04:39:00,4,201607030111,1100 BLOCK BYBERRY RD,300.0,Robbery Firearm,6,2016-10,-75.008722,40.119573,2016,10,28,No,
2174549,2,3,2016-10-28 04:54:00,2016-10-28,04:54:00,4,201602063264,900 BLOCK GRIFFITH ST,300.0,Robbery Firearm,2,2016-10,-75.077577,40.070851,2016,10,28,No,
2194616,24,2,2016-10-28 09:20:00,2016-10-28,09:20:00,9,201624104039,400 BLOCK E INDIANA AVE,300.0,Robbery Firearm,17,2016-10,-75.122163,39.994507,2016,10,28,No,
2195978,15,2,2016-10-28 11:25:00,2016-10-28,11:25:00,11,201615105053,6300 BLOCK FRANKFORD AVE BINS ST,300.0,Robbery Firearm,11,2016-10,-75.059617,40.027901,2016,10,28,No,
2209441,35,1,2016-10-28 13:34:00,2016-10-28,13:34:00,13,201635092642,6100 BLOCK N FRONT ST,1500.0,Weapon Violations,20,2016-10,-75.119683,40.043184,2016,10,28,No,
2195311,22,3,2016-10-28 13:36:00,2016-10-28,13:36:00,13,201622088043,1100 BLOCK W THOMPSON ST,300.0,Robbery Firearm,16,2016-10,-75.153789,39.972494,2016,10,28,No,
2205293,16,2,2016-10-28 14:21:00,2016-10-28,14:21:00,14,201616045495,200 BLOCK N CREIGHTON ST,1500.0,Weapon Violations,12,2016-10,-75.223806,39.963072,2016,10,28,No,
2208327,19,2,2016-10-28 19:27:00,2016-10-28,19:27:00,19,201619098226,5400 BLOCK WYALUSING AVE,400.0,Aggravated Assault Firearm,15,2016-10,-75.229423,39.969164,2016,10,28,No,
2206663,15,1,2016-10-28 20:28:00,2016-10-28,20:28:00,20,201615105239,2500 BLOCK CHURCH ST,1500.0,Weapon Violations,11,2016-10,-75.08202,40.002694,2016,10,28,No,
2187234,24,2,2016-10-28 22:16:00,2016-10-28,22:16:00,22,201624104321,3000 BLOCK N FRONT ST,1500.0,Weapon Violations,17,2016-10,-75.12986,39.995507,2016,10,28,No,
2195979,15,2,2016-10-28 22:29:00,2016-10-28,22:29:00,22,201615105279,5200 BLOCK HARBISON AVE,300.0,Robbery Firearm,11,2016-10,-75.069032,40.01243,2016,10,28,No,
2209597,35,3,2016-10-28 22:53:00,2016-10-28,22:53:00,22,201635092775,6800 BLOCK N OGONTZ AVE,400.0,Aggravated Assault Firearm,20,2016-10,-75.149231,40.057544,2016,10,28,No,
2190425,39,1,2016-10-28 23:51:00,2016-10-28,23:51:00,23,201639089142,300 BLOCK BERKLEY ST,400.0,Aggravated Assault Firearm,21,2016-10,-75.164702,40.020395,2016,10,28,No,
2205678,1,1,2016-10-29 00:45:00,2016-10-29,00:45:00,0,201601046598,2200 BLOCK S BUCKNELL ST,1500.0,Weapon Violations,1,2016-10,-75.185799,39.925146,2016,10,29,No,
2209678,25,2,2016-10-29 04:00:00,2016-10-29,04:00:00,4,201625091619,4200 BLOCK MACALESTER ST,400.0,Aggravated Assault Firearm,18,2016-10,-75.121783,40.013748,2016,10,29,No,
2216988,16,1,2016-10-29 11:31:00,2016-10-29,11:31:00,11,201616045618,1100 BLOCK SLOAN ST,300.0,Robbery Firearm,12,2016-10,-75.203412,39.973161,2016,10,29,No,
2214373,26,1,2016-10-29 12:07:00,2016-10-29,12:07:00,12,201626054809,2600 BLOCK GERMANTOWN AVE,300.0,Robbery Firearm,19,2016-10,-75.148006,39.992463,2016,10,29,No,
2210469,12,1,2016-10-29 13:18:00,2016-10-29,13:18:00,13,201612074553,7300 BLOCK ELMWOOD AVE,300.0,Robbery Firearm,9,2016-10,-75.244173,39.912525,2016,10,29,No,
2213092,2,2,2016-10-29 14:11:00,2016-10-29,14:11:00,14,201602063545,6200 BLOCK TABOR AVE,400.0,Aggravated Assault Firearm,2,2016-10,-75.094188,40.045096,2016,10,29,No,
2219811,39,2,2016-10-29 16:10:00,2016-10-29,16:10:00,16,201639089284,3700 BLOCK PULASKI AVE,400.0,Aggravated Assault Firearm,21,2016-10,-75.154722,40.009703,2016,10,29,No,
2219932,25,4,2016-10-29 19:23:00,2016-10-29,19:23:00,19,201625091802,700 BLOCK W LEHIGH AV,300.0,Robbery Firearm,18,2016-10,-75.144141,39.992642,2016,10,29,No,
2216674,12,3,2016-10-29 19:39:00,2016-10-29,19:39:00,19,201612074656,6400 BLOCK GUYER AVE,1500.0,Weapon Violations,9,2016-10,-75.22581,39.920265,2016,10,29,No,
2217612,12,3,2016-10-29 20:01:00,2016-10-29,20:01:00,20,201612074643,2600 BLOCK S 64TH ST,1500.0,Weapon Violations,9,2016-10,-75.227721,39.921859,2016,10,29,No,
2217613,12,3,2016-10-29 20:02:00,2016-10-29,20:02:00,20,201612074645,6400 BLOCK GARMAN ST,1500.0,Weapon Violations,9,2016-10,-75.22799,39.920899,2016,10,29,No,
2214673,19,3,2016-10-29 21:33:00,2016-10-29,21:33:00,21,201619098563,5600 BLOCK LANCASTER AV,300.0,Robbery Firearm,15,2016-10,-75.235793,39.980803,2016,10,29,No,
2213759,19,2,2016-10-29 22:07:00,2016-10-29,22:07:00,22,201619098574,5300 BLOCK RACE ST,400.0,Aggravated Assault Firearm,15,2016-10,-75.227745,39.96349,2016,10,29,No,
2216185,25,3,2016-10-29 22:21:00,2016-10-29,22:21:00,22,201625091860,2900 BLOCK N HOWARD ST,300.0,Robbery Firearm,18,2016-10,-75.131342,39.994144,2016,10,29,No,
2215746,22,1,2016-10-29 23:39:00,2016-10-29,23:39:00,23,201622088595,2200 BLOCK N 22ND ST,300.0,Robbery Firearm,16,2016-10,-75.168981,39.988927,2016,10,29,No,
2216830,24,2,2016-10-29 23:48:00,2016-10-29,23:48:00,23,201624104730,3100 BLOCK WEYMOUTH ST,1500.0,Weapon Violations,17,2016-10,-75.117261,39.995409,2016,10,29,No,
2213475,35,2,2016-10-30 00:46:00,2016-10-30,00:46:00,0,201635093078,5500 BLOCK RISING SUN AVE,400.0,Aggravated Assault Firearm,20,2016-10,-75.115889,40.033367,2016,10,30,No,
2217047,25,2,2016-10-30 00:47:00,2016-10-30,00:47:00,0,201625091910,200 BLOCK W LOUDON ST,1500.0,Weapon Violations,18,2016-10,-75.129736,40.023813,2016,10,30,No,
2213900,24,2,2016-10-30 01:04:00,2016-10-30,01:04:00,1,201624104756,1900 BLOCK E MONMOUTH ST,400.0,Aggravated Assault Firearm,17,2016-10,-75.118309,39.991423,2016,10,30,No,
2214005,25,3,2016-10-30 01:38:00,2016-10-30,01:38:00,1,201625091915,3000 BLOCK N FRONT ST,400.0,Aggravated Assault Firearm,18,2016-10,-75.129968,39.995521,2016,10,30,No,
2214006,25,3,2016-10-30 01:38:00,2016-10-30,01:38:00,1,201625091916,3000 BLOCK N FRONT ST,400.0,Aggravated Assault Firearm,18,2016-10,-75.129968,39.995521,2016,10,30,No,
2210473,18,3,2016-10-30 03:57:00,2016-10-30,03:57:00,3,201618080273,3400 BLOCK SANSOM ST,300.0,Robbery Firearm,14,2016-10,-75.192593,39.953616,2016,10,30,Yes,University of Pennsylvania
2215890,18,3,2016-10-30 03:59:00,2016-10-30,03:59:00,3,201618080272,S 36TH ST / SANSOM ST,300.0,Robbery Firearm,14,2016-10,-75.194626,39.953912,2016,10,30,Yes,University of Pennsylvania
2210598,2,2,2016-10-30 04:02:00,2016-10-30,04:02:00,4,201602063692,700 BLOCK ADAMS AV,100.0,Homicide - Criminal,2,2016-10,-75.106432,40.032597,2016,10,30,No,
2216994,22,1,2016-10-30 05:23:00,2016-10-30,05:23:00,5,201622088701,1800 BLOCK FONTAIN ST,300.0,Robbery Firearm,16,2016-10,-75.164641,39.985162,2016,10,30,No,
2210588,25,4,2016-10-30 05:45:00,2016-10-30,05:45:00,5,201625091967,3400 BLOCK OLD YORK RD,100.0,Homicide - Criminal,18,2016-10,-75.148501,40.004986,2016,10,30,Yes,Temple University Medical
2223489,24,2,2016-10-30 07:08:00,2016-10-30,07:08:00,7,201624104794,100 BLOCK E ALLEGHENY AVE,300.0,Robbery Firearm,17,2016-10,-75.129252,39.998505,2016,10,30,No,
2225605,25,3,2016-10-30 10:28:00,2016-10-30,10:28:00,10,201625091995,3300 BLOCK PALETHORP ST,400.0,Aggravated Assault Firearm,18,2016-10,-75.132336,40.000958,2016,10,30,No,
2227806,25,2,2016-10-30 10:33:00,2016-10-30,10:33:00,10,201625091992,500 BLOCK E ROOSEVELT BLVD,1500.0,Weapon Violations,18,2016-10,-75.115157,40.026506,2016,10,30,No,
2228280,35,2,2016-10-30 12:58:00,2016-10-30,12:58:00,12,201635093177,N 05TH ST / W RUSCOMB ST,300.0,Robbery Firearm,20,2016-10,-75.132512,40.027283,2016,10,30,No,
2223628,19,1,2016-10-30 14:25:00,2016-10-30,14:25:00,14,201619098744,1000 BLOCK N 63RD ST,400.0,Aggravated Assault Firearm,15,2016-10,-75.246504,39.980154,2016,10,30,No,
2227713,7,2,2016-10-30 15:00:00,2016-10-30,15:00:00,15,201607030369,1200 BLOCK SEROTA PL,1500.0,Weapon Violations,6,2016-10,-75.033359,40.094578,2016,10,30,No,
2221159,3,3,2016-10-30 17:31:00,2016-10-30,17:31:00,17,201603061399,S BROAD ST / REED ST,300.0,Robbery Firearm,13,2016-10,-75.167882,39.932944,2016,10,30,No,
2227768,15,2,2016-10-30 17:35:00,2016-10-30,17:35:00,17,201615105871,6400 BLOCK MARSDEN ST,1500.0,Weapon Violations,11,2016-10,-75.052234,40.022151,2016,10,30,No,
2227791,12,3,2016-10-30 17:41:00,2016-10-30,17:41:00,17,201612074853,6100 BLOCK GLENMORE AVE,1500.0,Weapon Violations,9,2016-10,-75.227688,39.92691,2016,10,30,No,
2222428,14,2,2016-10-30 18:40:00,2016-10-30,18:40:00,18,201614087893,6300 BLOCK CHEW AVE,400.0,Aggravated Assault Firearm,10,2016-10,-75.173341,40.05067,2016,10,30,No,
2223593,25,3,2016-10-30 18:51:00,2016-10-30,18:51:00,18,201625092099,2800 BLOCK N HANCOCK ST,400.0,Aggravated Assault Firearm,18,2016-10,-75.133164,39.99403,2016,10,30,No,
2223266,22,4,2016-10-30 19:40:00,2016-10-30,19:40:00,19,201622088866,1400 BLOCK N MYRTLEWOOD ST,300.0,Robbery Firearm,16,2016-10,-75.18379,39.977902,2016,10,30,No,
2222429,14,2,2016-10-30 19:56:00,2016-10-30,19:56:00,19,201614087894,6300 BLOCK CHEW AVE,400.0,Aggravated Assault Firearm,10,2016-10,-75.173341,40.05067,2016,10,30,No,
2222430,14,2,2016-10-30 19:59:00,2016-10-30,19:59:00,19,201614087895,6300 BLOCK CHEW AVE,400.0,Aggravated Assault Firearm,10,2016-10,-75.173341,40.05067,2016,10,30,No,
2227807,25,3,2016-10-30 21:01:00,2016-10-30,21:01:00,21,201625092148,2900 BLOCK N HOWARD ST,1500.0,Weapon Violations,18,2016-10,-75.131342,39.994144,2016,10,30,No,
2222485,14,1,2016-10-30 21:13:00,2016-10-30,21:13:00,21,201614087918,7900 BLOCK PICKERING AV,300.0,Robbery Firearm,10,2016-10,-75.162441,40.074644,2016,10,30,No,
2223292,22,3,2016-10-30 21:32:00,2016-10-30,21:32:00,21,201622088891,1900 BLOCK INGERSOLL ST,400.0,Aggravated Assault Firearm,16,2016-10,-75.166947,39.974843,2016,10,30,No,
